Country,Year,CPI_Score,Rank,Region,Public_Sector_Corruption,Judicial_Corruption,Police_Corruption,Executive_Branch_Corruption,Legislative_Corruption,Bribery_Index,Business_Corruption,Health_Corruption,Education_Corruption,Media_Corruption,Political_Party_Corruption,Foreign_Influence,Corporate_Governance,Transparency_Index,Freedom_of_Press,Civil_Liberties,Democracy_Index,Human_Rights_Index,Government_Effectiveness,Regulatory_Quality,Rule_of_Law,Voice_and_Accountability,GDP_per_Capita,Unemployment_Rate,Inflation_Rate,HDI,Population,Internet_Penetration
Russia,2016,51,26,Africa,9.099550632726093,6.351005374845267,2.9556773848703366,7.799213165357953,0.8922121118818538,2.887057822374557,6.738923613829444,1.2002665831176862,7.837106352908072,1.6171628787423042,1.6739133043091559,6.833439854989097,7.624040635274477,2.5580500904050387,7.486577399702151,3.9854722322964187,5.068409254507,9.289998163880163,2.954639804449953,6.799403550494057,3.131188369438757,8.873886260985156,43579,4.277141870805801,10.638505967232433,0.09715385860644765,1135494544,27.996449246689647
USA,2019,22,92,Europe,9.155919855148696,9.050265974431984,8.965788488242852,9.259338523730985,2.284600450991412,5.9775003688566075,2.551719344500346,6.5370239646970365,2.7366543638643934,7.872798347701409,2.5249012625038034,4.257275224696949,6.06411890534753,7.005690227196055,2.8132944527662564,1.4318286102839384,6.731934343440956,7.3763697562168895,5.502399016839665,2.941396753695591,6.948546783162862,2.05477065710972,35028,18.818776387180552,1.8703783807295244,0.08319893484772145,360712549,70.9620491458912
China,2023,94,125,Oceania,3.289957746879688,6.979760473399205,3.0473620054107875,7.165724586028168,2.0373434109977815,9.298052521102582,0.5598410182733993,9.525163387060813,8.440810609720582,5.167060815393847,1.8915285454666186,2.8845572403124753,9.37542287536437,8.580053312360555,0.6234354022571365,7.067956840599598,8.072917393194018,3.1576062344414635,2.2411890891419493,3.557640491751296,7.207724285101569,7.909932845727572,33313,6.3593708781335145,6.923456256187562,0.4765662265496934,1124241363,90.09274826304832
Brazil,2004,95,179,Europe,7.054341850945512,3.7095464640902054,0.9611033104239108,9.729547330228147,4.198254450597019,9.239831993909313,6.842239308063731,4.800270896280772,7.696489790157904,9.186285204313196,0.24300062165865444,0.04424438493902616,7.310455363623783,5.947093996357084,4.216056518331676,6.0663199901791645,4.132380967206296,0.680079922112351,0.35229300687181,9.065763993331636,4.505156190916857,3.8365988585481556,61856,9.267682420753312,3.8092670622474802,0.9836113508763905,1157778555,68.01158959235866
India,2001,13,73,Africa,6.7574525516418325,1.812582916298816,2.4761739906094435,0.5046847108161234,3.22336784557261,7.0296067218138525,6.2531847081605205,7.321824255223351,4.860940672667484,1.8942623545941484,0.46166155323921876,1.5395940955652976,5.419159560260969,1.175396213488601,2.706356164811731,8.270682476772715,1.2353505321866787,9.580124381332233,9.043818148388405,1.7949818411681429,3.790044620078498,4.159283892309707,64099,16.166053474288237,6.667591821848415,0.5319109268015795,241539646,8.472865447571298
Japan,2005,91,123,Asia,8.065626321304032,9.246474785591563,2.7282838491429793,0.3722268508939519,7.204683171096702,9.061857710330502,6.757634183621369,5.667328999445128,1.1871570476786153,1.250464464147607,8.356243119306034,0.05871334883965518,8.16204995282764,3.27260708766141,5.301913346130375,7.58630759560412,3.658256251977703,9.92426175664933,5.197607412108809,8.866451753179039,1.7708845341843227,8.84019374276394,36609,15.903028877160999,2.595707232855683,0.532177957910667,40934674,89.89826573500227
USA,2020,78,53,Americas,2.965095001421311,1.0359714999747949,9.782485938889842,8.938586774932467,6.993698806014765,9.635188283557683,2.611796540585798,2.0484597424097153,9.701071595266532,2.412803995520102,8.0380397060064,5.9758443019529786,2.9048397927665572,0.9278794215680608,3.93861317286907,8.948252139737958,4.297353514061028,6.936410659791679,9.149621778261505,5.004180575609107,0.40941367594308,6.210403328996639,19883,13.86266144721123,3.5319499949428055,0.8628509583979027,769643699,76.93240971029817
Russia,2001,28,78,Americas,5.101385419104019,5.4298840374640545,6.742915055672372,8.978003696966024,3.2547089110603897,7.951049430027913,5.169632172253634,1.9519364571890885,6.242302240327905,0.5962671044730117,1.4072236080817924,6.633432715473475,2.6349274470064286,3.0203109498213077,1.3598951970726414,8.39117582666583,7.51008957428552,3.153529891415392,1.1815156329077414,1.7851020428704467,5.853433831474816,8.119253730380171,30765,2.3161994357637306,8.292663615228493,0.9473274912640203,218264882,23.971937611551564
Russia,2012,11,92,Asia,6.676739510082869,3.1400792527351165,9.31680995620966,1.0712078508788236,4.3698077614579525,4.078333289433463,3.61702801391489,4.338331651859725,5.170984041924045,3.2008009883184063,6.6789525285109885,7.667961423952544,9.71455095139478,2.1194424431227277,8.36683920977984,6.860363071141048,0.19780901702158182,8.650287198320747,1.514825738632185,8.115988605374444,3.480112722485862,7.757664409267361,61733,4.843548428851443,4.519189284542334,0.17592964702511082,812875820,6.260749262689924
South Africa,2010,21,88,Americas,0.26256818809906046,2.7141500751967254,8.349950222048218,3.5744604906892463,2.0790818417977297,4.832249663317051,8.176989389457452,4.829905738094238,8.854495851954248,2.830088980128255,7.456442946922676,1.8699935553083558,9.498217005126488,5.546288666744599,8.646668405178811,4.657073440047847,3.8579782306866193,9.534544469221254,2.264840613451564,6.5249669157326835,4.767331550590551,5.740920000818251,10709,14.270914904802641,2.394090070632955,0.13201349215919922,1182988069,71.74793175345992
Brazil,2010,90,13,Oceania,3.7673874533095466,6.458348519168964,5.785984906780976,8.353945781128532,6.708349004962706,9.312569200955986,0.6939666211866791,5.031324426464713,4.2135620965357585,4.162150993377878,0.5127453988407116,0.9597087017696682,8.805161707508265,4.235444891450809,8.13145237644572,0.20364326722597803,4.478836162567589,5.064429131892653,4.5711895345510625,3.4682057523538115,9.008402037429816,7.478580879466145,23244,17.18806812073622,9.294402791778253,0.6824836863046889,1242134296,23.457917662317506
Brazil,2015,83,43,Oceania,6.95888357678569,2.3123693739103626,6.753879242455633,1.2854067750164588,3.9622274013257552,6.700080752747103,2.754417894416359,9.550007575025525,5.636413510583691,4.629772029160518,0.8854350760148222,6.504591030736049,2.1436909690827264,7.2268408267051925,2.1035702189561234,3.075936155982898,5.501155958036568,3.1164927324079272,8.800020940438634,3.0072607316371713,6.6768654478290665,7.082082251915852,31836,3.3641603115837726,12.5469984143847,0.6117529342944142,887544858,52.38112932160649
South Africa,2010,15,76,Africa,2.525950931191334,9.163651067423956,6.248371936960315,2.674280726092071,1.3282610444221532,8.206939611861753,6.029537441703691,1.0025454413747648,8.584129884358134,1.4472054851510863,5.6301769557680545,4.998941190449403,5.876889837470788,3.6304232003277246,4.284924895015484,7.275223385724611,9.69999493313116,4.063597440262978,6.5041191036237365,4.209431236583345,7.787680162855719,4.802835052168258,35186,19.78363359425893,12.320975619597325,0.34572256787090194,558600169,8.956130219444592
Brazil,2018,17,51,Africa,9.577041070064872,4.060439090991242,6.662630261917867,6.809960368579531,1.2726549191151126,1.1611403574541779,2.052237770740215,3.8052673429782855,3.929721829680478,6.193739286373976,3.741504937604112,8.756859000741157,5.3505008922196335,1.5472065026853143,1.714659964012939,0.5950302738391011,7.406020623494252,0.7384807311029618,0.5500475557580387,1.362134633699461,1.799038334742995,1.518379051980846,62343,12.424162101931152,12.51153434454354,0.8955311308635873,524476700,56.81622142489893
Russia,2014,60,19,Europe,0.3016137150683895,6.773753467296789,2.6477366462727625,9.818990544779979,3.2232067842117553,1.9390141509064418,6.727134359728744,5.145474351210202,7.7239158005915085,2.235673988099945,6.993912340204732,5.332660235923817,2.0310848572394855,2.3602491568519213,6.652044785112938,7.565946588368395,2.224292617171609,5.656680433989716,4.071954754087507,8.092494862906081,0.015623286165139527,2.6637685800229316,33536,16.42444222096745,0.2584506763915939,0.542635708265577,1176176265,2.1473719403536595
France,2022,20,149,Africa,9.580871875874228,7.277557173285846,4.081251342079371,7.971388400703923,7.473250286361957,3.4410846732296885,1.36772503200153,9.63112739400902,2.5613777289599104,1.219286689462472,5.576883310996656,4.448212198021738,4.477881709166898,5.4578318921655065,8.04979842476593,5.163835497578035,6.336623096590052,3.78853490527988,7.232545764136296,2.786563827268557,1.3531381505364504,3.7637498387327772,56029,15.710308375570081,10.291522040989896,0.17318508804642407,898521350,53.3993056311114
Germany,2022,72,122,Oceania,2.1676386801040004,6.8294169462533025,5.926158115981464,7.773176228143873,0.2550433613150038,1.882406555595525,0.22812291874703128,5.043148170070383,7.023651021338582,7.088110926753038,0.3102160770597562,4.880278048310172,4.651458554488736,4.4985483542479345,5.815359293002222,8.677858170175652,3.461280515356815,8.845406406048937,3.223863569709866,8.268673264716828,7.680821654020205,5.866889924021793,57813,2.1445957140360683,14.981810224556986,0.3894621798057122,1216563158,83.36953668665693
Russia,2015,66,24,Africa,0.48822041925369986,9.034002408930235,0.3592846505585712,3.4266266369113687,2.5777469318288215,9.064650646515402,8.634945328451202,7.752757201208941,5.104348636308986,0.22735263482850376,6.836785448014185,7.8232171833780075,2.4062263870143976,0.42608608178635543,5.4610979757484515,6.598160597881933,8.114145740175298,2.7555234040064427,4.9256158866684885,7.313034627080271,4.438314747171972,2.9777688197415744,68944,6.852555040070872,10.897000198283147,0.8778458774966769,1120865566,58.07430309667488
USA,2010,21,26,Americas,2.924740332235575,2.311308636059981,4.828349014016934,6.613430716714742,1.6248615888875728,2.1689054699747166,3.334444014072803,7.4927810804221915,1.6490679618030901,3.6836594064430983,2.0391799651757845,0.18305199092172875,9.548808203825871,2.0994550037282442,7.149788630589385,7.984418578141129,1.710697261822759,0.08370333522712547,7.114307049100913,9.418356030524667,2.1390938616483868,2.053652058105695,18361,9.16835073946423,3.98741188121491,0.018626285381735053,324161892,88.46486974785502
China,2021,82,173,Europe,7.862823072902253,0.8605454468610119,8.597269333978533,1.13088288930828,9.56477821305615,5.571837143304961,1.5684898306103234,5.664440494284721,1.3600746039624323,1.4440327943201858,3.1259984535366003,9.182114435034318,4.927149916416136,2.967364864791967,1.135575971962478,1.7150482125522004,1.4450308774318221,7.371625735789113,9.649851104168347,0.9914137431947256,9.618741071985596,0.3554886211172881,63644,5.20125966454837,8.46005690176407,0.8379365859429604,1107642827,54.88817076880584
South Africa,2015,11,156,Europe,7.524420064480531,0.5546569726504935,4.923677275853299,9.922670331834992,7.0528160397102635,0.8545387014947703,1.7270902574579983,1.3070310198598334,4.5768820704996225,8.827927019948731,7.363893264705185,7.1418904247881905,5.248918636403363,7.253595434171068,2.476570048043163,1.7291416447204122,1.013938783591568,0.07408351189298501,3.3321346388842588,3.4918189111946765,4.867077773576813,2.125246817554798,56053,13.64785348541382,7.170856486218607,0.9516450323859303,189228670,68.74306115449254
India,2007,17,120,Oceania,2.0884041642279207,8.778441504750248,5.523233686554994,4.805843177539902,2.3323268411894613,1.5496184652386868,8.858953940345648,2.1875870995826032,7.108471090254177,8.244583961993367,7.712534006662116,8.852897403508766,5.985788921354929,7.304269525313968,3.1367876097716785,2.1109112186669723,5.441046838959599,5.4597110469069685,7.443774599038216,6.238841485208684,3.689468797768949,5.390787497558121,60211,11.228760129245327,6.885318029777652,0.3663595836840563,1172062044,36.6269453033824
Japan,2003,20,82,Africa,1.9679013359179942,9.732870499391822,2.019051205151908,6.388078682643784,2.074605854361946,2.4741513497120495,6.544314061468121,2.4014025862150126,6.0329598867838,0.6052670235951119,3.4581458977214288,9.59598994443023,8.86952439058839,6.979876131950005,5.325057341857027,3.3331176710605117,1.2325506820256105,1.8125895600599051,7.474032223775163,8.585766829381038,9.771492597240222,1.3962135774734685,54822,19.618786914976468,10.839737350809633,0.28478737865805004,545127426,29.680041563940552
India,2007,62,100,Americas,6.4257991580454075,3.0252654120471267,7.943433439854379,8.761718986814538,8.580305453872766,9.828934014843862,9.5634626659009,0.38659647655133855,8.54725029417387,5.504510697401907,0.8922719134970791,2.2600368783081337,5.333096842561509,8.184614650754318,9.76026926527857,9.04427613700692,0.41753604585534454,6.104791659657033,5.427022439357633,1.5562919254092278,1.3358368313370261,0.2935556570916409,69026,3.6543278651903677,1.9029827997798654,0.16576866548175195,1355387518,33.58223669826395
Russia,2003,19,157,Africa,4.580826896757305,6.935139235749692,3.5887828803752884,0.009649618435639828,1.902266964164131,7.970637570039121,8.000403233779064,3.7921800985779077,3.8966164930533753,2.953555403600566,7.696728385107727,5.783407931763808,5.409657645403234,8.738797209237376,8.630124403327066,7.743074714495766,3.3245604089359415,1.978842720510775,8.13364552433373,8.613984982226436,5.995504521139714,0.7469223410808334,44488,11.22321754830913,1.7903950741371428,0.04000692185259713,1077849481,10.279765998463375
USA,2023,94,17,Asia,7.922899533309023,0.089127841717489,9.565875534795444,9.75982427596308,9.97059200197227,6.73555058769569,7.675426850281692,6.105137223762348,8.436421387072059,1.9254553836015198,8.70210186658791,4.860437260620705,2.4019333509286933,0.7110823157967938,2.4704510149038317,3.646430074105057,7.98166583086155,5.018771156593652,5.361163539751953,0.6697539377463735,7.490119164470603,9.521055368624197,23256,18.00263121644001,7.597013825644827,0.6765092653486919,540735293,25.43914189967135
Russia,2002,93,68,Africa,0.24132778692553591,1.8863151011598778,9.937148082595792,3.5915931217019317,2.8230312001139968,9.162619838498019,4.998206595750823,1.4426629873897912,0.3702845541072175,3.1153863612074364,9.643121444887669,5.376191061516302,6.028171913431709,4.930573034079534,2.3298465400701938,9.184809855342516,1.5607381026305334,3.3506886995984955,6.249990426986109,4.743568553024238,9.407653053229003,0.3547225583836833,63373,0.7913258998857642,14.609203446164516,0.17095605540383485,1261737221,38.70362006932038
China,2002,17,44,Oceania,6.104118607605711,6.8927438246161445,9.16000542595843,3.3959074139582635,0.8433271486953497,9.562086593676147,8.208048987061455,1.7503600979866274,3.6580461652764473,8.158873592789869,3.1782691114730985,0.4728918225436918,3.811495315875365,1.4895928450553464,4.356481153343602,7.789259263423119,3.578902651956338,1.825548983026396,8.372220776070138,0.8444423674337709,8.34000354055903,4.723342698067945,33673,9.953982954061738,0.9230661691418673,0.894841066977116,670004695,34.154906246416395
France,2017,45,61,Africa,7.306720122398759,0.6588713931523282,0.8487674481614393,1.4506333609265387,6.909418940168582,4.535729142787492,4.126525384418517,7.0698632840264155,0.7298305860035081,0.5785537087787684,1.238520852298255,9.139857786120432,6.467814958452633,3.5406013064758945,9.746475929889423,6.560574322048511,4.357380343915485,6.064825340066244,4.762655723821134,1.4987022157297913,2.89409769620943,6.882739655912853,44846,4.260007116509035,5.558102556578291,0.4557536572713832,821096686,49.5589179091869
Japan,2018,85,123,Europe,9.93386112028669,4.685100499198245,3.331831554960268,8.581844102835412,6.096427925841738,3.27689449442628,8.270004970323544,1.6925338881256369,9.19244170502336,6.482333840785262,9.376606339489891,9.546841825153729,3.0074635652914905,6.6319705211221365,1.5245380592276725,4.365667507471528,8.75970142364304,0.822186404755948,4.779554310585398,7.749201817031999,2.6039980486149394,2.2311587636576933,52384,19.16481200396455,7.63262415145017,0.9729129872750442,1255995947,48.82671755952999
China,2018,23,93,Americas,6.787816942368469,6.625832643739489,9.451376351025173,8.708395358672405,9.998221653614568,3.1531532685427424,7.577412916871228,1.3533557761895654,4.7531217675780795,9.133701453231224,3.997656906859406,6.851243117099635,7.157283697393596,6.016587225635783,9.569430304533487,6.5165990400101474,4.763633607164466,9.411362388336329,5.910390271918403,0.18631036918624555,0.9767166066239075,9.641848397424862,38690,13.308180334513661,0.018817266199963045,0.9798319163696102,766332485,73.54018892002404
South Africa,2020,63,74,Oceania,2.3184515654996627,7.659581713055173,8.045332948444376,0.19988998944890257,8.020857443719752,0.35729102081448527,6.784386255960511,9.77841886456428,3.1615644504270914,4.480563474064022,0.9353396291545368,2.5827763971952686,6.189027844561924,1.2855961697416973,1.9041909994732331,5.932290612420095,5.11955412702374,7.78129562769254,8.041946058393819,5.553638828304296,1.6741998184330598,0.22703275268021184,16453,5.458630448000319,4.420158817867403,0.8005366271064823,951004595,39.574259507790146
South Africa,2004,94,153,Asia,1.0818619488003878,4.538159137243705,9.111835893074296,0.5572522087331633,4.2883653313323915,2.7963809372633786,3.297161859634566,0.14735280743527923,4.924877054370576,9.01513930188381,4.98780957395045,7.872064274524304,4.744839725261665,7.5708158573933755,8.864355778120574,7.818659194898561,2.5462475591464684,9.158676246130739,1.2718613321271977,0.9830190211505296,7.300853477374202,8.800925386560133,62994,19.796766294510352,1.6626174208762623,0.43975358110291385,475970096,67.72238367171487
Russia,2017,95,67,Americas,6.409167746440754,6.302840394963431,5.725531936410988,9.183416606336705,6.7661144816308365,3.550459671937439,6.307116373085602,3.254081693543628,5.3284607518675955,9.068004290742325,1.905245290265395,7.308464835363614,0.9667243373102175,7.8701675495376175,8.302869325493953,2.255795315973476,6.685429750633551,0.42467256344883575,7.712169913045049,8.112614791797332,2.892478426597499,3.914985308062997,46434,4.365524108689738,10.5831446782589,0.46236690439269057,1307711271,89.06265924987177
USA,2009,30,111,Americas,5.2318306751821595,5.395756295620613,4.803975881875302,1.2286813227740156,8.17849453603352,0.3689883944873362,5.067876247750792,0.3493666139064211,8.462324717886158,6.095957720224517,3.552786838876294,5.745902971394422,6.269681612612398,1.3918387834490087,8.823206857149941,8.855777701444268,0.2566239544640847,0.021397059311462074,2.9475910793560436,8.081669925197914,4.418779684229363,3.8383543134332667,23381,6.6201887949018845,6.5854607625536685,0.950575637628345,649717436,45.57721207428263
China,2021,59,2,Europe,8.991452884450164,0.523057720833211,1.0649631700445106,6.209274639669589,5.137265254432951,8.826048156188959,4.615428669259098,8.380481935945857,5.424277362530713,4.558405334386021,3.2035027795454973,1.7023949662839144,8.592789585833614,6.156590551881088,8.917637407556686,5.918699708908306,9.644399004936698,3.5792834413702246,0.7103324496931174,7.027902511148802,6.903212451799659,4.722097547171153,12996,13.503036699047934,9.339742929873605,0.7276896302700449,997946291,55.34283961953352
UK,2020,48,89,Europe,7.26608021181275,7.428046872598465,8.394715423230991,6.196504501683159,2.728714507352116,8.478567357997436,9.902463333834756,5.835357142675709,4.313814229982955,7.376636490277235,9.87286867447736,2.011789021683775,1.7107439598517082,9.452293046080026,2.1813617626691553,8.06758559051748,4.981202833126334,6.166805383901969,7.921755796894091,7.559383840777869,6.64950595142531,9.714027486266502,45565,11.350112887034893,9.036273069337565,0.4006598602217313,680665368,67.71776777475154
USA,2005,29,177,Europe,5.097424500426206,1.7236191588537497,7.4514154842047855,8.697303351086543,2.1010564228636963,2.5150091993440284,5.043978298304701,0.47951852893822644,9.61354447376928,9.162226385415472,6.395132485108767,5.894049348125515,0.8471946532761643,0.9394084562292793,7.787017117935454,3.4730276986587736,0.618132519704977,2.443955546003065,1.4514318409850935,5.907770200361895,7.931572960998877,6.2808547168834465,54524,16.489562712121124,5.366395273205783,0.8625052303850199,239848767,49.410699877253826
France,2000,97,26,Oceania,4.035894707651476,0.31805531233841333,0.588766030154122,5.726541054256784,2.9528143661361437,8.025589003095854,0.31986205403667034,6.1536215402720025,9.685581380699443,6.800353444096658,4.918026804724494,1.288247943729165,0.3956878352180615,1.6460677119821765,6.820716106481154,3.9191424430331256,5.591704460635546,5.493257783023164,2.13262566779171,4.854911386289388,0.5831286872858743,8.785733809202013,30567,13.3860957177458,0.5314242390447538,0.2718187422063384,1095002631,16.31984785318088
South Africa,2004,96,99,Africa,4.043746995708203,4.5116791628837225,2.0941458959528534,4.340114113106289,8.480687816698051,7.962118790817144,6.264678690818942,1.2309639263328676,0.38416783694373513,2.0960718051566127,5.137524017055796,7.239296460154007,0.31818737808954833,7.655245613426068,8.789212827673632,9.372881446969766,5.139821680934076,6.060016287376014,7.061678117422088,4.1014334397992345,5.721221494417733,0.278256739082271,51469,11.563616399318711,4.015671117338565,0.9368268494448835,64892747,29.357565052173307
Russia,2008,16,27,Americas,2.2630428615123455,8.656375872815103,5.572775633150105,9.743807825910455,3.804323724887353,3.350127597350505,7.280108450276379,4.957326077220559,7.068457569455156,8.200557464538422,6.040886877310744,2.126000831619279,8.420691733781316,3.3692570024505697,4.903131324755165,6.219550924394208,2.4070248965566132,1.5162699476602293,5.645227233968334,6.613166826783248,8.921913354684843,8.969400254487889,20204,6.7103799947858995,7.217342490603441,0.2424875767659156,152865969,2.818662892464141
Brazil,2011,18,89,Africa,0.17325971755697056,1.5082943766102863,6.844024020646387,2.2881547599897,2.8666415856631744,6.970680386310942,8.85183869316744,6.694129145425122,3.7175806555044155,9.515333598241641,8.72754517947202,9.104798123936517,7.276149404789571,9.555716069680898,4.1345345486392135,3.177372210810081,2.088096123452494,7.688724156796503,9.204962686651783,3.8279907544054947,3.7312378725207926,2.134609977831908,46608,5.916532919439836,3.0402517061865053,0.7330227873289754,1361177785,68.35918581781353
South Africa,2013,10,146,Africa,5.749105882071062,0.1285753411697499,1.3767026426100648,2.627180176831833,8.05887227795081,2.8985783803013443,6.32684726722827,1.48507032834031,6.751996698379338,4.102748791712943,1.4598228748084952,8.997251333346634,2.022983349069362,6.2436304231515205,7.262226400568347,0.8215758102532877,2.7076583249528605,9.36359145250717,9.543345313739252,0.02792078239472806,1.9148218005660322,3.1495840404508657,65031,1.959184165270178,14.065265446880186,0.6473176425038366,592091658,27.95759269864021
Japan,2001,35,1,Europe,2.124147325232152,1.0997923576541713,2.4482481846232385,0.8476965479860799,0.31920341774543504,0.7027623588769993,0.19457117198508844,4.970504077459692,6.369223940564291,6.975896768834229,5.996330423480744,2.9360386294550445,9.171175298161458,4.8320032094416865,2.6984365306635425,4.343528250111356,1.297320096949699,6.4012773327491495,3.1396158934320892,1.0074954116789092,0.688249498695378,0.736078247289853,60220,8.05895176557173,6.204260030054415,0.5862628287093998,352494295,82.36120680138887
Germany,2016,47,103,Africa,2.083269177280415,3.6365911433160667,1.93110211709014,9.753168171549442,5.939582709303421,5.047978339289786,1.1974433581119204,4.5741092907704495,3.301045133517704,5.181663490357248,3.221829042471702,0.8338684600634227,1.3533981400838924,3.376635122331757,8.200549152182079,8.49082822560823,5.314224017138213,9.478487808898063,3.2419744205346412,6.5181544813323296,9.397781208449404,9.150751110730118,2999,15.783296944823448,5.282952291698003,0.4681198126959454,710780099,65.59122226120255
Brazil,2013,47,131,Americas,1.253812286764805,5.801718699913038,2.199971526705422,7.063602088376154,8.736318031862716,4.383270408790593,1.612400491580137,9.157504769232789,9.86658723020724,1.1200918696124351,5.714022088252031,6.114158042138929,3.741627367468945,2.391247368133719,2.8597954684599536,2.514318062363121,8.789359736514626,2.461337932045268,2.097417674710141,3.6492131158407872,0.03796736955755997,5.2610401270836205,65154,5.690132588149462,1.6132698419071678,0.557546318101054,137996715,73.61304369129924
Russia,2012,70,41,Americas,1.8959549017669275,1.9301213398589256,9.207131235687667,0.12097087491401037,4.100837490556074,1.3815291451937894,2.112613530268437,9.957013945753053,3.5710945369962066,3.498420142983595,5.177309453182019,4.484144739528887,4.521083047698436,6.5002080235130215,0.43213421902595917,8.602870361996743,9.231275900172356,0.36514540906252724,5.176165600591645,9.895520249189037,7.920076961283595,0.9007510428258303,35495,17.622493737015827,4.1421472597157685,0.6924752517966911,270079336,88.24636520876034
UK,2008,53,165,Asia,0.31789149555137675,8.019640050225705,7.158195730387541,7.043140275790375,2.693181613592844,4.905533369900844,7.997768971550031,6.544744466317358,6.31981588597832,1.6382960849248918,0.29934180218033624,1.4370889840394407,0.7589575172446605,5.9202896226034785,5.514785654566867,1.6164694408120817,9.52987062136214,2.474355901722398,3.779876442170412,3.5391973460447335,2.6447934525260286,3.9743706485582884,47818,16.027133715034974,8.677856758695988,0.6333853896345316,930761906,42.57008258265156
Brazil,2014,95,51,Oceania,6.74231449748532,7.532971205490819,7.371069804033033,4.041361111136923,4.917090694359564,9.493757457569163,3.097600500091715,8.548591556204268,8.133864057187765,6.735733583565512,5.824646267915168,5.314814734527651,3.474742018620558,3.579128208988067,8.359735527008104,1.2993248121677137,6.00374194491374,6.481112452580428,0.14652824381848117,1.084243541059845,2.424448880240865,3.811687405323174,66397,19.952609343619127,12.294432374081524,0.27655641095109174,803622982,18.861132858681174
Japan,2021,53,15,Africa,4.013971163126943,6.958636165986992,7.9399531086928254,9.675496917353414,7.174771676920794,7.313931471891301,3.123623227708606,6.468819574369336,1.4546498130951924,5.8209469913299285,7.092138633046741,9.92724242891024,1.0188069685269308,9.177767463434526,6.904692696650353,6.056920829589576,6.215490561782147,5.976349208904361,3.9495527613279013,3.283817578207504,1.5753981461299704,0.5082661881054296,52035,14.516015579410663,11.601413231923203,0.27169139625034056,984917399,93.5512438446223
USA,2014,83,8,Oceania,5.615245987731451,4.87469808315544,3.5657304264405996,2.7738750216239305,5.166055630351995,7.388723099457941,7.5558744097772825,8.762862554309867,3.0056839139169425,0.3353440208362912,2.4599966817095167,0.6898291514464316,7.897743907533187,7.618038952907225,9.892922317125695,8.046379177931977,3.1051675527581866,2.6740567663351236,0.6170168107634288,6.868491307018907,1.9377917007031253,3.4762499963701865,24454,0.9846530622401106,10.276449556039228,0.6491233523930888,1144548766,99.58277109858021
UK,2023,71,38,Oceania,6.3695761802079955,3.6521695513398535,7.671846143991406,7.102863387138983,0.0763899462577311,7.575507950822903,4.124365745213561,4.332720518982978,1.9897271857499643,0.6160691426546194,1.068686597550419,2.6389538577120386,0.4682810871094256,2.600673768702464,1.407287705773742,7.800529237057397,8.85345571387672,4.080472946143545,7.990440343741886,5.282760765912982,5.1405286468876366,2.928973302630966,22318,11.868422156786995,13.987218929778715,0.15245680458382538,1134524805,21.79673877263326
South Africa,2010,15,114,Oceania,9.724845622761592,3.755866209648108,9.78413394322937,6.274341503743957,0.7832455610801592,7.446338072685457,0.6463953195380301,6.079898578336359,7.818224247987952,2.6079248221966065,2.116444562248555,5.386142850339615,0.17136570088211345,9.43365972407974,3.44566373028103,5.436086655514148,4.881455400663199,3.6763522601860665,9.288930628047007,6.102956415892016,8.754972627825765,9.194652474201128,69937,6.035521007895747,3.645371604673441,0.9750368816260305,407416325,74.0990790517867
UK,2015,26,83,Oceania,0.6826586585550098,5.030705349557333,6.98394245940942,0.12049974896248705,7.213284230897013,0.19901435400606737,5.85126445760635,8.451695231534469,8.012085419569313,7.448595321432005,6.3641286157739945,7.933612825586889,7.324986832861841,7.555390914666295,3.799430066659717,6.386917328880463,2.7930862734823947,9.504257479504892,2.9582383608908414,1.112370118201772,3.6752009056988912,8.067831258575893,2767,18.9705913168517,3.5212122765871934,0.8467812664327291,890686169,7.227172666276616
China,2016,60,56,Americas,4.17917684831438,0.7731468688265453,4.167531122925391,8.852169293323735,3.999513348754986,9.246909356939316,1.3006768650465006,9.180857202209175,2.5594386145318637,1.2683610006049062,4.68792771769709,0.18761119992393827,7.808483163017246,8.971069272317715,0.5814956588699172,2.5819929071820216,9.656678606232935,3.143380611852209,6.507132306499671,8.269814853852315,7.455650494876572,1.6008813161220226,54747,14.241376706496702,0.6997451759276996,0.4530149198420177,1186357751,2.747032000880101
Japan,2003,47,175,Africa,2.4589793352648104,6.8230546286706115,7.163597857109747,1.396126603529665,7.847758312702351,8.301377644387733,5.716642799691791,0.24682733317183292,0.04130189138495721,2.0477410105839464,8.653047284828054,7.327600068504486,4.9563001262627076,1.362199645830512,0.43004654185255786,5.512209106829049,7.053781457346537,1.9311286485524892,0.8852096155304512,9.02387181863157,2.466526011949978,9.31557240318369,66532,15.655112734410473,10.554901882108448,0.5249989474166741,854480010,67.51288031082129
Brazil,2000,33,103,Asia,4.767119318568142,3.5150754400930206,9.007947002628693,6.635887789978331,6.49489914105909,2.7457940743300266,7.796381076219003,1.0395269228754456,4.233504937469994,9.07626394868872,2.8498841861894517,1.3988354296257022,3.1787258906358895,0.3299676122967743,0.29445090995102285,2.0770150479528304,4.646514469509366,5.656126470492884,3.6352386617792263,1.4534998712562397,9.041177741917668,7.431627489246425,32113,11.227035645604031,12.016724831003327,0.3542660890033724,961275305,25.515931618304542
